preferred	ensembl	entrez
AC010168.2	ENSG00000261324	ENSG00000261324
ENSG00000221733	ENSG00000221733	ENSG00000221733
DPEP1	ENSG00000015413	1800
PTPN22	ENSG00000134242	26191
RBBP4P5	ENSG00000256737	ENSG00000256737
HNRNPCP1	ENSG00000258900	ENSG00000258900
AC016876.2	ENSG00000264772	ENSG00000264772
PCDHB9	ENSG00000177839	56127
ENSG00000265268	ENSG00000265268	ENSG00000265268
LOC101928336	ENSG00000230392	101928336
ZFYVE28	ENSG00000159733	57732
DAPK2	ENSG00000035664	23604
ATP2A1-AS1	ENSG00000260442	100289092
Z93930.3	ENSG00000272858	ENSG00000272858
SPART	ENSG00000133104	23111
NUTM2D	ENSG00000214562	728130
PHYHD1	ENSG00000175287	254295
ENSG00000261139	ENSG00000261139	ENSG00000261139
U1	ENSG00000206828	ENSG00000206828
ZFP14	ENSG00000142065	57677
ENSG00000265582	ENSG00000265582	ENSG00000265582
LOC642361	ENSG00000272447	642361
ENSG00000239664	ENSG00000239664	ENSG00000239664
CYP2D7	ENSG00000205702	ENSG00000205702
ENSG00000267701	ENSG00000267701	ENSG00000267701
AL669831.1	ENSG00000228327	ENSG00000228327
ENSG00000203477	ENSG00000203477	ENSG00000203477
ENSG00000265592	ENSG00000265592	ENSG00000265592
EXTL3-AS1	ENSG00000246339	101929402
PRR7-AS1	ENSG00000246334	ENSG00000246334
SCHIP1	ENSG00000151967	29970
ENSG00000197914	ENSG00000197914	ENSG00000197914
SCNN1A	ENSG00000111319	6337
VPREB3	ENSG00000128218	29802
ENSG00000267347	ENSG00000267347	ENSG00000267347
AC114546.1	ENSG00000259181	ENSG00000259181
NLRP2	ENSG00000022556	55655
PRRT3-AS1	ENSG00000230082	100874032
HLA-DRB1	ENSG00000196126	3123
HDAC2-AS2	ENSG00000228624	101927768
SNX18P3	ENSG00000225345	ENSG00000225345
ENSG00000215306	ENSG00000215306	ENSG00000215306
RPS12P5	ENSG00000226216	ENSG00000226216
ELOCP19	ENSG00000241975	ENSG00000241975
STK4-AS1	ENSG00000227477	100505826
ARHGAP29	ENSG00000137962	9411
ARG2	ENSG00000081181	384
RFTN1	ENSG00000131378	23180
KCNK7	ENSG00000173338	10089
LOC105379143	ENSG00000249494	105379143
ENSG00000263661	ENSG00000263661	ENSG00000263661
SLC37A1	ENSG00000160190	54020
AC114760.2	ENSG00000272211	ENSG00000272211
PCSK6	ENSG00000140479	5046
LILRA2	ENSG00000239998	11027
CEACAM19	ENSG00000186567	56971
AC140134.1	ENSG00000179978	ENSG00000179978
AC015802.3	ENSG00000267543	ENSG00000267543
ABHD14A-ACY1	ENSG00000114786	100526760
ENSG00000207106	ENSG00000207106	ENSG00000207106
ZNF790	ENSG00000197863	388536
RNU6-415P	ENSG00000252061	ENSG00000252061
DOCK9	ENSG00000088387	23348
DM1-AS	ENSG00000267395	109729182
TRIM16L	ENSG00000108448	147166
ENSG00000235373	ENSG00000235373	ENSG00000235373
AC120042.1	ENSG00000240915	ENSG00000240915
AL731563.3	ENSG00000272630	ENSG00000272630
RHPN2	ENSG00000131941	85415
ENSG00000273352	ENSG00000273352	ENSG00000273352
C1QTNF3	ENSG00000082196	114899
AC005037.1	ENSG00000183308	ENSG00000183308
DUSP19	ENSG00000162999	142679
MTCO1P53	ENSG00000230916	ENSG00000230916
ENSG00000264312	ENSG00000264312	ENSG00000264312
RHPN1	ENSG00000158106	114822
AP005242.2	ENSG00000266522	ENSG00000266522
FBXL2	ENSG00000153558	25827
ENSG00000233368	ENSG00000233368	ENSG00000233368
KLRG1	ENSG00000139187	10219
RN7SL596P	ENSG00000264519	ENSG00000264519
ESCO2	ENSG00000171320	157570
SRP68P2	ENSG00000227689	ENSG00000227689
AP001269.1	ENSG00000266955	ENSG00000266955
CFHR1	ENSG00000244414	3078
TMEM97	ENSG00000109084	27346
RN7SL154P	ENSG00000264317	ENSG00000264317
AL591866.1	ENSG00000229519	ENSG00000229519
EPS8L2	ENSG00000177106	64787
RPL10AP1	ENSG00000244691	ENSG00000244691
ENSG00000230036	ENSG00000230036	ENSG00000230036
DPY19L1P1	ENSG00000229358	ENSG00000229358
RNASE4	ENSG00000258818	6038
ENSG00000264098	ENSG00000264098	ENSG00000264098
MORF4	ENSG00000234801	ENSG00000234801
EFCAB5	ENSG00000176927	374786
LINC00570	ENSG00000224177	100874055
KIF6	ENSG00000164627	221458
FAM86C2P	ENSG00000160172	645332
YWHAZP6	ENSG00000215199	ENSG00000215199
AP001058.1	ENSG00000232698	ENSG00000232698
RN7SL440P	ENSG00000264963	ENSG00000264963
AC091045.1	ENSG00000259536	ENSG00000259536
MKLN1-AS	ENSG00000236753	100506881
ENSG00000216088	ENSG00000216088	ENSG00000216088
LOC102724908	ENSG00000266976	102724908
C11orf74	ENSG00000166352	119710
AC090510.1	ENSG00000246283	ENSG00000246283
RTL8C	ENSG00000134590	8933
AC098484.1	ENSG00000228452	ENSG00000228452
Z68871.1	ENSG00000239407	ENSG00000239407
Y_RNA	ENSG00000252198	ENSG00000252198
LOC101928371	ENSG00000225420	101928371
ENSG00000203372	ENSG00000203372	ENSG00000203372
AL139289.1	ENSG00000229431	ENSG00000229431
ADCY9	ENSG00000162104	115
SLC4A8	ENSG00000050438	9498
ZNF236-DT	ENSG00000264278	100131655
KCNJ14	ENSG00000182324	3770
ENSG00000269363	ENSG00000269363	ENSG00000269363
RDH5	ENSG00000135437	5959
TMEM225B	ENSG00000244219	100289187
ANKRD20A11P	ENSG00000215559	391267
MICA-AS1	ENSG00000272221	101929072
RN7SL817P	ENSG00000241791	ENSG00000241791
ZNF835	ENSG00000127903	90485
TMPRSS5	ENSG00000166682	80975
BACE1	ENSG00000186318	23621
AL160290.2	ENSG00000230131	ENSG00000230131
NCBP2-AS1	ENSG00000225578	100874001
RN7SL809P	ENSG00000241217	ENSG00000241217
NDC1	ENSG00000058804	55706
AC244197.2	ENSG00000238039	ENSG00000238039
ENSG00000259328	ENSG00000259328	ENSG00000259328
RRAS2	ENSG00000133818	22800
AC090589.3	ENSG00000270060	ENSG00000270060
LRRC3	ENSG00000160233	81543
ZNF829	ENSG00000185869	374899
BCL2L14	ENSG00000121380	79370
CFH	ENSG00000000971	3075
THRB-IT1	ENSG00000224822	ENSG00000224822
AC024933.1	ENSG00000272656	ENSG00000272656
MATN1-AS1	ENSG00000186056	100129196
RPL23AP88	ENSG00000271153	ENSG00000271153
AC074050.3	ENSG00000261731	ENSG00000261731
IQCM	ENSG00000234828	285423
LLPH-AS1	ENSG00000239335	103625681
OR7E38P	ENSG00000183444	ENSG00000183444
C1orf112	ENSG00000000460	55732
AC007387.1	ENSG00000224646	ENSG00000224646
ADGRF5P1	ENSG00000227582	ENSG00000227582
ENSG00000219448	ENSG00000219448	ENSG00000219448
AL365357.1	ENSG00000213058	ENSG00000213058
ANKRD45	ENSG00000183831	339416
RPS24P8	ENSG00000224094	ENSG00000224094
MCL1	ENSG00000143384	4170
AC113935.1	ENSG00000226084	ENSG00000226084
COG8	ENSG00000213380	ENSG00000213380
SPOUT1	ENSG00000198917	51490
ODC1	ENSG00000115758	4953
RECQL5	ENSG00000108469	9400
PRR14	ENSG00000156858	78994
SUFU	ENSG00000107882	51684
ELP5	ENSG00000170291	23587
ATXN7L3B	ENSG00000253719	552889
GON4L	ENSG00000116580	54856
LIMS1	ENSG00000169756	3987
LOC440346	ENSG00000260790	440346
PHPT1	ENSG00000054148	29085
PHC2	ENSG00000134686	1912
ENSG00000224956	ENSG00000224956	ENSG00000224956
EFCAB14	ENSG00000159658	9813
MVK	ENSG00000110921	4598
ENSG00000264385	ENSG00000264385	ENSG00000264385
GALM	ENSG00000143891	130589
LTA4H	ENSG00000111144	4048
ENSG00000266285	ENSG00000266285	ENSG00000266285
ENSG00000259480	ENSG00000259480	ENSG00000259480
C8orf76	ENSG00000189376	84933
NOLC1	ENSG00000166197	9221
DNAJC15	ENSG00000120675	29103
NDUFA6	ENSG00000184983	4700
DTNB	ENSG00000138101	1838
BCL2L11	ENSG00000153094	10018
ABCC10	ENSG00000124574	89845
G6PC3	ENSG00000141349	92579
MTND6P4	ENSG00000249119	ENSG00000249119
EIF2B2	ENSG00000119718	8892
MRPL54	ENSG00000183617	116541
FAM172A	ENSG00000113391	83989
AC021078.1	ENSG00000230551	ENSG00000230551
PPT1	ENSG00000131238	5538
SPN	ENSG00000197471	6693
LOC105369247	ENSG00000197471	105369247
ENSG00000233207	ENSG00000233207	ENSG00000233207
MIR3929	ENSG00000265641	100500864
ERP29	ENSG00000089248	10961
AC016727.1	ENSG00000270820	ENSG00000270820
QARS	ENSG00000172053	5859
ENSG00000269633	ENSG00000269633	ENSG00000269633
NAPA	ENSG00000105402	8775
MEMO1	ENSG00000162959	51072
SUPT5H	ENSG00000196235	6829
POMGNT1	ENSG00000085998	55624
MXD4	ENSG00000123933	10608
SFXN1	ENSG00000164466	94081
AC008982.1	ENSG00000268083	ENSG00000268083
TMEM248	ENSG00000106609	55069
GID4	ENSG00000141034	79018
CPSF1	ENSG00000071894	29894
TFAP2E	ENSG00000116819	339488
HERC2P3	ENSG00000180229	283755
TMED3	ENSG00000166557	23423
FGGY	ENSG00000172456	55277
GLE1	ENSG00000119392	2733
ENSG00000265077	ENSG00000265077	ENSG00000265077
FEZ2	ENSG00000171055	9637
HSPE1-MOB4	ENSG00000270757	100529241
POLR3D	ENSG00000168495	661
LIG3	ENSG00000005156	3980
LCLAT1	ENSG00000172954	253558
NIPA1	ENSG00000170113	123606
NAP1L1P1	ENSG00000254759	ENSG00000254759
MRPL47	ENSG00000136522	57129
RASAL2-AS1	ENSG00000224687	100302401
MFSD6	ENSG00000151690	54842
TNPO3	ENSG00000064419	23534
LL22NC01-81G9.3	ENSG00000215403	100506241
GSN	ENSG00000148180	2934
ANKRA2	ENSG00000164331	57763
NOL11	ENSG00000130935	25926
ZBTB25	ENSG00000089775	7597
BCLAF1	ENSG00000029363	9774
MYCBP2	ENSG00000005810	23077
LYPLA2P1	ENSG00000228285	ENSG00000228285
PPIAP11	ENSG00000251495	ENSG00000251495
ERAL1	ENSG00000132591	26284
AC004241.1	ENSG00000257433	ENSG00000257433
ITCH	ENSG00000078747	83737
COL8A1	ENSG00000144810	1295
VPS53	ENSG00000141252	55275
TGIF1	ENSG00000177426	7050
SEC31A	ENSG00000138674	22872
TMEM217	ENSG00000172738	221468
UBXN6	ENSG00000167671	80700
PEPD	ENSG00000124299	5184
CIZ1	ENSG00000148337	25792
AC114491.1	ENSG00000224550	ENSG00000224550
SLC1A5	ENSG00000105281	6510
DDX39B	ENSG00000198563	7919
SMIM19	ENSG00000176209	114926
CWF19L1	ENSG00000095485	55280
UNG	ENSG00000076248	7374
TSPAN31	ENSG00000135452	6302
POU6F1	ENSG00000184271	5463
POMP	ENSG00000132963	51371
AC005822.1	ENSG00000235554	ENSG00000235554
ZNF598	ENSG00000167962	90850
NBPF20	ENSG00000162825	100288142
IDE	ENSG00000119912	3416
AKAP17A	ENSG00000197976	8227
AIMP1	ENSG00000164022	9255
THUMPD2	ENSG00000138050	80745
ENSG00000269746	ENSG00000269746	ENSG00000269746
PSMC3	ENSG00000165916	5702
GOLPH3L	ENSG00000143457	55204
LOC729603	ENSG00000213073	729603
TBC1D25	ENSG00000068354	4943
AP2M1	ENSG00000161203	1173
PPHLN1	ENSG00000134283	51535
AC130324.1	ENSG00000263531	ENSG00000263531
MBD4	ENSG00000129071	8930
SUOX	ENSG00000139531	6821
NPIPB6	ENSG00000198156	728741
PFKFB2	ENSG00000123836	5208
PBLD	ENSG00000108187	64081
PTAR1	ENSG00000188647	375743
RUSC1	ENSG00000160753	23623
C15orf41	ENSG00000186073	84529
POLH	ENSG00000170734	5429
TYSND1	ENSG00000156521	219743
ZNF668	ENSG00000167394	79759
AC100830.1	ENSG00000259635	ENSG00000259635
ENSG00000183558	ENSG00000183558	ENSG00000183558
RAB3GAP1	ENSG00000115839	22930
GIN1	ENSG00000145723	54826
PIP4K2A	ENSG00000150867	5305
ARMC5	ENSG00000140691	79798
GLS2	ENSG00000135423	27165
ACADS	ENSG00000122971	35
ETHE1	ENSG00000105755	23474
AC009244.1	ENSG00000238072	ENSG00000238072
PAXX	ENSG00000148362	286257
GTF2H2B	ENSG00000226259	ENSG00000226259
WRAP53	ENSG00000141499	55135
DHX40	ENSG00000108406	79665
ZNF780B	ENSG00000128000	163131
SUCLG2	ENSG00000172340	8801
AL158825.2	ENSG00000229587	ENSG00000229587
ARMT1	ENSG00000146476	79624
IMP4	ENSG00000136718	92856
UBE2A	ENSG00000077721	7319
POU2F2	ENSG00000028277	5452
NDUFA5	ENSG00000128609	4698
AMD1	ENSG00000123505	262
GCDH	ENSG00000105607	2639
SENP7	ENSG00000138468	57337
SCAMP2	ENSG00000140497	10066
CISH	ENSG00000114737	1154
CA13	ENSG00000185015	377677
TNKS2-AS1	ENSG00000228701	100507633
ZSCAN16	ENSG00000196812	80345
NOC3L	ENSG00000173145	64318
P3H1	ENSG00000117385	64175
AP000766.1	ENSG00000261098	ENSG00000261098
ENSG00000267350	ENSG00000267350	ENSG00000267350
GADD45A	ENSG00000116717	1647
PLA2G6	ENSG00000184381	8398
PHC3	ENSG00000173889	80012
ETNK1	ENSG00000139163	55500
RSPRY1	ENSG00000159579	89970
DVL2	ENSG00000004975	1856
ZNF211	ENSG00000121417	10520
N4BP2L2	ENSG00000244754	10443
RALB	ENSG00000144118	5899
PHB	ENSG00000167085	5245
ARPC3P1	ENSG00000226284	ENSG00000226284
RBMS1	ENSG00000153250	5937
ENOPH1	ENSG00000145293	58478
APOOL	ENSG00000155008	139322
ZBTB17	ENSG00000116809	7709
FAM161A	ENSG00000170264	84140
TMX1	ENSG00000139921	81542
SMAD2	ENSG00000175387	4087
NFIC	ENSG00000141905	4782
ECSIT	ENSG00000130159	51295
ACTR3B	ENSG00000133627	57180
FAH	ENSG00000103876	2184
EBP	ENSG00000147155	10682
DPP8	ENSG00000074603	54878
NUDT17	ENSG00000186364	200035
VPS37A	ENSG00000155975	137492
SLC25A33	ENSG00000171612	84275
AC090833.1	ENSG00000249867	ENSG00000249867
SPIRE2	ENSG00000204991	84501
PDLIM5	ENSG00000163110	10611
C14orf119	ENSG00000179933	55017
NHLRC3	ENSG00000188811	387921
ENAH	ENSG00000154380	55740
PWRN1	ENSG00000259905	791114
DECR1	ENSG00000104325	1666
TRIM68	ENSG00000167333	55128
RANBP2	ENSG00000153201	5903
ZNF543	ENSG00000178229	125919
LOC101930085	ENSG00000271122	101930085
RAPGEF1	ENSG00000107263	2889
AL160163.1	ENSG00000227516	ENSG00000227516
ZNF322	ENSG00000181315	79692
IRF2	ENSG00000168310	3660
PAXIP1-AS1	ENSG00000273344	202781
GAK	ENSG00000178950	2580
AC012651.1	ENSG00000258461	ENSG00000258461
APOBEC3A_B	ENSG00000128383	100913187
APOBEC3A	ENSG00000128383	200315
SUPT6H	ENSG00000109111	6830
ZNF623	ENSG00000183309	9831
PLEKHJ1	ENSG00000104886	55111
WDR61	ENSG00000140395	80349
ZNF396	ENSG00000186496	252884
FYTTD1	ENSG00000122068	84248
HDGFL2	ENSG00000167674	84717
LOC100506142	ENSG00000250116	100506142
FBXO45	ENSG00000174013	200933
CMIP	ENSG00000153815	80790
KNTC1	ENSG00000184445	9735
LINC00926	ENSG00000247982	283663
CARMIL2	ENSG00000159753	146206
CMSS1	ENSG00000184220	84319
AC055876.3	ENSG00000256951	ENSG00000256951
AC021224.1	ENSG00000262477	ENSG00000262477
FAHD2A	ENSG00000115042	51011
FAXDC2	ENSG00000170271	10826
ENSG00000163113	ENSG00000163113	ENSG00000163113
RPS6KB2	ENSG00000175634	6199
RRM2B	ENSG00000048392	50484
LRFN3	ENSG00000126243	79414
TTC21B	ENSG00000123607	79809
AC073335.2	ENSG00000273142	ENSG00000273142
EML5	ENSG00000165521	161436
TSHZ1	ENSG00000179981	10194
LINC00674	ENSG00000237854	ENSG00000237854
CTSZ	ENSG00000101160	1522
OGFRL1	ENSG00000119900	79627
WDR37	ENSG00000047056	22884
CCDC126	ENSG00000169193	90693
ALDOC	ENSG00000109107	230
ENSG00000267979	ENSG00000267979	ENSG00000267979
TYK2	ENSG00000105397	7297
FAM151B	ENSG00000152380	167555
RASSF1	ENSG00000068028	11186
ZDHHC7	ENSG00000153786	55625
COA4	ENSG00000181924	51287
DANT2	ENSG00000235244	642776
DNPEP	ENSG00000123992	23549
ARFIP2	ENSG00000132254	23647
AP003469.4	ENSG00000261087	ENSG00000261087
GM2A	ENSG00000196743	2760
RN7SL525P	ENSG00000264910	ENSG00000264910
ANKRD36B	ENSG00000196912	57730
ENTPD3-AS1	ENSG00000223797	285266
EFHD2	ENSG00000142634	79180
ZNF337	ENSG00000130684	26152
FAM98C	ENSG00000130244	147965
AL512274.1	ENSG00000261068	ENSG00000261068
C12orf29	ENSG00000133641	91298
CDKAL1	ENSG00000145996	54901
ROR1-AS1	ENSG00000223949	101927034
EIPR1	ENSG00000032389	7260
HMGXB3	ENSG00000113716	22993
ENSG00000207964	ENSG00000207964	ENSG00000207964
C2CD2	ENSG00000157617	25966
CD33	ENSG00000105383	945
PAFAH1B3	ENSG00000079462	5050
ADRB2	ENSG00000169252	154
PAK4	ENSG00000130669	10298
ATRAID	ENSG00000138085	51374
ENSG00000204377	ENSG00000204377	ENSG00000204377
RAB22A	ENSG00000124209	57403
ENSG00000264469	ENSG00000264469	ENSG00000264469
MCPH1	ENSG00000147316	79648
ZDHHC14	ENSG00000175048	79683
AC116366.1	ENSG00000234290	ENSG00000234290
TRAPPC9	ENSG00000167632	83696
APEX2	ENSG00000169188	27301
ACSM2A	ENSG00000183747	123876
SERPINE3	ENSG00000253309	647174
AC025187.1	ENSG00000249994	ENSG00000249994
LRCH4	ENSG00000077454	4034
FNDC3A	ENSG00000102531	22862
ENSG00000264442	ENSG00000264442	ENSG00000264442
SH3BP2	ENSG00000087266	6452
AL133372.2	ENSG00000248975	ENSG00000248975
SIRT6	ENSG00000077463	51548
OSBPL9	ENSG00000117859	114883
ANKRD44-IT1	ENSG00000236977	101927547
HSP90AA4P	ENSG00000205100	ENSG00000205100
ZNF317	ENSG00000130803	57693
MIR3661	ENSG00000266751	100500905
ENSG00000271975	ENSG00000271975	ENSG00000271975
AC094103.1	ENSG00000214132	ENSG00000214132
AC113155.1	ENSG00000250980	ENSG00000250980
NAP1L1	ENSG00000187109	4673
ACTA2	ENSG00000107796	59
TFE3	ENSG00000068323	7030
GPX4	ENSG00000167468	2879
ARL5B	ENSG00000165997	221079
SYF2	ENSG00000117614	25949
AL139099.2	ENSG00000258377	ENSG00000258377
EPG5	ENSG00000152223	57724
CARD8-AS1	ENSG00000268001	100505812
ENSG00000163386	ENSG00000163386	ENSG00000163386
RRAS	ENSG00000126458	6237
PCNPP1	ENSG00000258359	ENSG00000258359
INPP5A	ENSG00000068383	3632
TTLL11	ENSG00000175764	158135
UQCRC2	ENSG00000140740	7385
EVI2B	ENSG00000185862	2124
ASH1L	ENSG00000116539	55870
USP53	ENSG00000145390	54532
SEPT9	ENSG00000184640	10801
CRK	ENSG00000167193	1398
TMEM9	ENSG00000116857	252839
NCOA5	ENSG00000124160	57727
AMDHD1	ENSG00000139344	144193
TMEM150A	ENSG00000168890	129303
LRMDA	ENSG00000148655	83938
ZNF628	ENSG00000197483	89887
RN7SL667P	ENSG00000265170	ENSG00000265170
PLIN5	ENSG00000214456	440503
STARD7	ENSG00000084090	56910
FRYL	ENSG00000075539	285527
ENSG00000256822	ENSG00000256822	ENSG00000256822
CCDC9	ENSG00000105321	26093
ENSG00000174374	ENSG00000174374	ENSG00000174374
PYM1	ENSG00000170473	84305
WASHC4	ENSG00000136051	23325
AC087501.5	ENSG00000271851	ENSG00000271851
PDRG1	ENSG00000088356	81572
COMMD1	ENSG00000173163	150684
SSH1	ENSG00000084112	54434
C16orf58	ENSG00000140688	64755
RAPGEFL1	ENSG00000108352	51195
SNORD63B	ENSG00000222937	109617013
C8orf59	ENSG00000176731	401466
FABP5P7	ENSG00000234964	ENSG00000234964
PMM2	ENSG00000140650	5373
ENSG00000258040	ENSG00000258040	ENSG00000258040
TYW5	ENSG00000162971	129450
AC016355.1	ENSG00000270964	ENSG00000270964
FEN1	ENSG00000168496	2237
FKBP9P1	ENSG00000176826	360132
MTA1	ENSG00000182979	9112
AL627309.5	ENSG00000241860	ENSG00000241860
COPG1	ENSG00000181789	22820
IFFO1	ENSG00000010295	25900
THEM6	ENSG00000130193	51337
AC022150.2	ENSG00000268970	ENSG00000268970
CFAP44	ENSG00000206530	55779
EOGT	ENSG00000163378	285203
LEPR	ENSG00000116678	3953
LSM4	ENSG00000130520	25804
TRAPPC3L	ENSG00000173626	100128327
HAUS6P3	ENSG00000235454	ENSG00000235454
ZNF567	ENSG00000189042	163081
LOC100128398	ENSG00000176593	100128398
PIGV	ENSG00000060642	55650
ENSG00000264756	ENSG00000264756	ENSG00000264756
RAB40B	ENSG00000141542	10966
LINC02001	ENSG00000267321	ENSG00000267321
HIRA	ENSG00000100084	7290
FTH1P8	ENSG00000219507	ENSG00000219507
RPP30	ENSG00000148688	10556
AGO1	ENSG00000092847	26523
MACROD2	ENSG00000172264	140733
FLYWCH2	ENSG00000162076	114984
HEXIM2	ENSG00000168517	124790
ASDURF	ENSG00000138381	110599588
ASNSD1	ENSG00000138381	54529
ACP6	ENSG00000162836	51205
RIOX2	ENSG00000170854	84864
TACC1	ENSG00000147526	6867
EIF4A1P5	ENSG00000226161	ENSG00000226161
COIL	ENSG00000121058	8161
RFC1	ENSG00000035928	5981
PIK3CA	ENSG00000121879	5290
ZNF441	ENSG00000197044	126068
AC027097.1	ENSG00000267040	ENSG00000267040
HPS5	ENSG00000110756	11234
AC127502.2	ENSG00000270055	ENSG00000270055
DLG4	ENSG00000132535	1742
AL355353.1	ENSG00000270761	ENSG00000270761
FGD6	ENSG00000180263	55785
WFS1	ENSG00000109501	7466
KBTBD2	ENSG00000170852	25948
AL121821.1	ENSG00000258636	ENSG00000258636
MOAP1	ENSG00000165943	64112
CUL1	ENSG00000055130	8454
ENSG00000264752	ENSG00000264752	ENSG00000264752
AC009053.1	ENSG00000214331	ENSG00000214331
ENSG00000152042	ENSG00000152042	ENSG00000152042
RALGAPB	ENSG00000170471	57148
SPIN2B	ENSG00000186787	474343
FAM13A	ENSG00000138640	10144
AC008536.1	ENSG00000270067	ENSG00000270067
ASRGL1	ENSG00000162174	80150
CDH12P3	ENSG00000253492	ENSG00000253492
AC087752.3	ENSG00000253878	ENSG00000253878
UBE3B	ENSG00000151148	89910
AKIP1	ENSG00000166452	56672
SMIM37	ENSG00000175701	205251
AC092326.1	ENSG00000260126	ENSG00000260126
LYPD5	ENSG00000159871	284348
MST1L	ENSG00000186715	ENSG00000186715
ENSG00000203377	ENSG00000203377	ENSG00000203377
PKD1P6	ENSG00000250251	ENSG00000250251
SAR1A	ENSG00000079332	56681
DDX55	ENSG00000111364	57696
MAPK1IP1L	ENSG00000168175	93487
AL160006.1	ENSG00000258634	ENSG00000258634
LINC00571	ENSG00000223685	100874188
IDH3G	ENSG00000067829	3421
MFF	ENSG00000168958	56947
EBNA1BP2	ENSG00000117395	10969
ENSG00000260054	ENSG00000260054	ENSG00000260054
GATAD2A	ENSG00000167491	54815
SEMA3F-AS1	ENSG00000235016	100129060
SCRIB	ENSG00000180900	23513
MPND	ENSG00000008382	84954
AC242426.3	ENSG00000237188	ENSG00000237188
ZNF331	ENSG00000130844	55422
AC012354.2	ENSG00000231848	ENSG00000231848
SMAD5	ENSG00000113658	4090
GALK2	ENSG00000156958	2585
SNORA81	ENSG00000253092	ENSG00000253092
PIGQ	ENSG00000007541	9091
UBE2G1	ENSG00000132388	7326
CTU2	ENSG00000174177	348180
MEMO1P1	ENSG00000226054	ENSG00000226054
PRKDC	ENSG00000253729	5591
SMAP2	ENSG00000084070	64744
FAM3C2	ENSG00000174028	ENSG00000174028
ENSG00000264731	ENSG00000264731	ENSG00000264731
SENP6	ENSG00000112701	26054
ENSG00000203482	ENSG00000203482	ENSG00000203482
TBC1D19	ENSG00000109680	55296
FAM86KP	ENSG00000186523	100287013
FAM86B1	ENSG00000186523	85002
FAM86B2	ENSG00000186523	653333
AC007731.2	ENSG00000215493	ENSG00000215493
ZRANB1	ENSG00000019995	54764
GLI4	ENSG00000250571	2738
ENSG00000266749	ENSG00000266749	ENSG00000266749
KIDINS220	ENSG00000134313	57498
SMIM29	ENSG00000186577	221491
PPP2R5C	ENSG00000078304	5527
SNORD14E	ENSG00000200879	85391
HIPK1	ENSG00000163349	204851
PHYH	ENSG00000107537	5264
YWHAQ	ENSG00000134308	10971
EPPIN	ENSG00000101448	57119
RACGAP1	ENSG00000161800	29127
USP8	ENSG00000138592	9101
USP40	ENSG00000085982	55230
AL049844.2	ENSG00000270890	ENSG00000270890
KRBOX4	ENSG00000147121	55634
ENSG00000203433	ENSG00000203433	ENSG00000203433
UXT-AS1	ENSG00000267064	100133957
CPT2	ENSG00000157184	1376
MINPP1	ENSG00000107789	9562
REEP4	ENSG00000168476	80346
PLPPR2	ENSG00000105520	64748
UBR1	ENSG00000159459	197131
RAB9A	ENSG00000123595	9367
DMTF1	ENSG00000135164	9988
AC087283.1	ENSG00000270304	ENSG00000270304
ATP9B	ENSG00000166377	374868
SLAMF1	ENSG00000117090	6504
TNPO2	ENSG00000105576	30000
GASAL1	ENSG00000253669	401472
ZMYM2	ENSG00000121741	7750
AC021231.2	ENSG00000259397	ENSG00000259397
AL671883.2	ENSG00000271581	ENSG00000271581
TRMT10C	ENSG00000174173	54931
MAPK12	ENSG00000188130	6300
AC009120.2	ENSG00000259972	ENSG00000259972
DFFBP1	ENSG00000232303	ENSG00000232303
ARHGEF40	ENSG00000165801	55701
AP000487.1	ENSG00000246889	ENSG00000246889
LOC100996251	ENSG00000238198	100996251
AC008026.1	ENSG00000239246	ENSG00000239246
MRPS15	ENSG00000116898	64960
ABHD14B	ENSG00000114779	84836
LINC01684	ENSG00000237484	105372751
H2AFJ	ENSG00000246705	55766
AC245052.4	ENSG00000237017	ENSG00000237017
RNF41	ENSG00000181852	10193
ENSG00000227781	ENSG00000227781	ENSG00000227781
RPL37P6	ENSG00000241431	ENSG00000241431
CWC15	ENSG00000150316	51503
EIF4E3	ENSG00000163412	317649
EXT2	ENSG00000151348	2132
EXTL2	ENSG00000162694	2135
RRAGA	ENSG00000155876	10670
NEK4	ENSG00000114904	6787
DNAJC5	ENSG00000101152	80331
STON2	ENSG00000140022	85439
NACAP1	ENSG00000228224	ENSG00000228224
SCPEP1	ENSG00000121064	59342
ALDH9A1	ENSG00000143149	223
HACD3	ENSG00000074696	51495
ENTPD3	ENSG00000168032	956
